image;width;height;dataset_country;mixset_id;spain_id;germany_id;belgium_id
00001_00017.ppm;62;63;ger;2;R-2;14;21
00001_00018.ppm;68;70;ger;2;R-2;14;21
00001_00019.ppm;73;73;ger;2;R-2;14;21
00001_00020.ppm;80;81;ger;2;R-2;14;21
00001_00021.ppm;87;87;ger;2;R-2;14;21
00001_00022.ppm;96;99;ger;2;R-2;14;21
00001_00023.ppm;108;110;ger;2;R-2;14;21
00001_00024.ppm;120;119;ger;2;R-2;14;21
00001_00025.ppm;132;131;ger;2;R-2;14;21
00001_00026.ppm;144;144;ger;2;R-2;14;21
00001_00027.ppm;159;157;ger;2;R-2;14;21
00001_00028.ppm;178;171;ger;2;R-2;14;21
00001_00029.ppm;193;191;ger;2;R-2;14;21
00002_00000.ppm;31;32;ger;2;R-2;14;21
00002_00001.ppm;31;32;ger;2;R-2;14;21
00002_00002.ppm;33;33;ger;2;R-2;14;21
00002_00003.ppm;34;34;ger;2;R-2;14;21
00002_00004.ppm;34;35;ger;2;R-2;14;21
00002_00005.ppm;37;36;ger;2;R-2;14;21
00002_00006.ppm;36;36;ger;2;R-2;14;21
00002_00007.ppm;38;37;ger;2;R-2;14;21
00002_00008.ppm;38;39;ger;2;R-2;14;21
00002_00009.ppm;40;39;ger;2;R-2;14;21
00002_00010.ppm;40;41;ger;2;R-2;14;21
00002_00011.ppm;41;41;ger;2;R-2;14;21
00002_00012.ppm;42;42;ger;2;R-2;14;21
00002_00013.ppm;43;44;ger;2;R-2;14;21
00002_00014.ppm;44;44;ger;2;R-2;14;21
00002_00015.ppm;45;46;ger;2;R-2;14;21
00002_00016.ppm;46;46;ger;2;R-2;14;21
00002_00017.ppm;48;48;ger;2;R-2;14;21
00002_00018.ppm;48;48;ger;2;R-2;14;21
00002_00019.ppm;51;50;ger;2;R-2;14;21
00002_00020.ppm;53;53;ger;2;R-2;14;21
00002_00021.ppm;54;53;ger;2;R-2;14;21
00002_00022.ppm;57;57;ger;2;R-2;14;21
00002_00023.ppm;57;58;ger;2;R-2;14;21
00002_00024.ppm;59;59;ger;2;R-2;14;21
00002_00025.ppm;62;61;ger;2;R-2;14;21
00002_00026.ppm;64;64;ger;2;R-2;14;21
00002_00027.ppm;70;69;ger;2;R-2;14;21
00002_00028.ppm;71;72;ger;2;R-2;14;21
00002_00029.ppm;77;76;ger;2;R-2;14;21
00003_00000.ppm;41;43;ger;2;R-2;14;21
00003_00001.ppm;43;44;ger;2;R-2;14;21
00003_00002.ppm;43;44;ger;2;R-2;14;21
00003_00003.ppm;46;44;ger;2;R-2;14;21
00003_00004.ppm;47;46;ger;2;R-2;14;21
00003_00005.ppm;47;46;ger;2;R-2;14;21
00003_00006.ppm;47;48;ger;2;R-2;14;21
00003_00007.ppm;48;49;ger;2;R-2;14;21
00003_00008.ppm;49;51;ger;2;R-2;14;21
00003_00009.ppm;52;51;ger;2;R-2;14;21
00003_00010.ppm;54;54;ger;2;R-2;14;21
00003_00011.ppm;55;55;ger;2;R-2;14;21
00003_00012.ppm;56;57;ger;2;R-2;14;21
00003_00013.ppm;58;59;ger;2;R-2;14;21
00003_00014.ppm;61;63;ger;2;R-2;14;21
00003_00015.ppm;63;64;ger;2;R-2;14;21
00003_00016.ppm;63;68;ger;2;R-2;14;21
00003_00017.ppm;70;72;ger;2;R-2;14;21
00003_00018.ppm;72;73;ger;2;R-2;14;21
00003_00019.ppm;76;80;ger;2;R-2;14;21
00003_00020.ppm;83;83;ger;2;R-2;14;21
00003_00021.ppm;87;87;ger;2;R-2;14;21
00003_00022.ppm;93;94;ger;2;R-2;14;21
00003_00023.ppm;99;98;ger;2;R-2;14;21
00003_00024.ppm;110;108;ger;2;R-2;14;21
00003_00025.ppm;120;117;ger;2;R-2;14;21
00003_00026.ppm;129;125;ger;2;R-2;14;21
00003_00027.ppm;144;140;ger;2;R-2;14;21
00003_00028.ppm;159;153;ger;2;R-2;14;21
00003_00029.ppm;176;169;ger;2;R-2;14;21
00004_00000.ppm;37;38;ger;2;R-2;14;21
00004_00001.ppm;37;39;ger;2;R-2;14;21
00004_00002.ppm;38;40;ger;2;R-2;14;21
00004_00003.ppm;40;41;ger;2;R-2;14;21
00004_00004.ppm;40;42;ger;2;R-2;14;21
00004_00005.ppm;39;39;ger;2;R-2;14;21
00004_00006.ppm;41;42;ger;2;R-2;14;21
00004_00007.ppm;41;43;ger;2;R-2;14;21
00004_00008.ppm;44;43;ger;2;R-2;14;21
00004_00009.ppm;45;46;ger;2;R-2;14;21
00004_00010.ppm;46;47;ger;2;R-2;14;21
00004_00011.ppm;48;48;ger;2;R-2;14;21
00004_00012.ppm;50;49;ger;2;R-2;14;21
00004_00013.ppm;52;52;ger;2;R-2;14;21
00004_00014.ppm;52;53;ger;2;R-2;14;21
00004_00015.ppm;56;56;ger;2;R-2;14;21
00004_00016.ppm;58;58;ger;2;R-2;14;21
00004_00017.ppm;61;61;ger;2;R-2;14;21
00004_00018.ppm;63;64;ger;2;R-2;14;21
00004_00019.ppm;69;70;ger;2;R-2;14;21
00004_00020.ppm;75;76;ger;2;R-2;14;21
00004_00021.ppm;81;83;ger;2;R-2;14;21
00004_00022.ppm;87;88;ger;2;R-2;14;21
00004_00023.ppm;94;97;ger;2;R-2;14;21
00004_00024.ppm;105;106;ger;2;R-2;14;21
00004_00025.ppm;117;117;ger;2;R-2;14;21
00004_00026.ppm;129;130;ger;2;R-2;14;21
00004_00027.ppm;147;147;ger;2;R-2;14;21
00004_00028.ppm;168;167;ger;2;R-2;14;21
00004_00029.ppm;194;193;ger;2;R-2;14;21
00005_00000.ppm;52;53;ger;2;R-2;14;21
00005_00001.ppm;52;53;ger;2;R-2;14;21
00005_00002.ppm;52;53;ger;2;R-2;14;21
00005_00003.ppm;53;53;ger;2;R-2;14;21
00005_00004.ppm;54;53;ger;2;R-2;14;21
00005_00005.ppm;54;54;ger;2;R-2;14;21
00005_00006.ppm;53;54;ger;2;R-2;14;21
00005_00007.ppm;53;53;ger;2;R-2;14;21
00005_00008.ppm;54;54;ger;2;R-2;14;21
00005_00009.ppm;55;55;ger;2;R-2;14;21
00005_00010.ppm;54;55;ger;2;R-2;14;21
00005_00011.ppm;55;56;ger;2;R-2;14;21
00005_00012.ppm;56;57;ger;2;R-2;14;21
00005_00013.ppm;56;57;ger;2;R-2;14;21
00005_00014.ppm;57;56;ger;2;R-2;14;21
00005_00015.ppm;57;58;ger;2;R-2;14;21
00005_00016.ppm;57;59;ger;2;R-2;14;21
00005_00017.ppm;60;60;ger;2;R-2;14;21
00005_00018.ppm;61;60;ger;2;R-2;14;21
00005_00019.ppm;62;61;ger;2;R-2;14;21
00005_00020.ppm;63;62;ger;2;R-2;14;21
00005_00021.ppm;65;65;ger;2;R-2;14;21
00005_00022.ppm;68;68;ger;2;R-2;14;21
00005_00023.ppm;68;68;ger;2;R-2;14;21
00005_00024.ppm;71;72;ger;2;R-2;14;21
00005_00025.ppm;73;73;ger;2;R-2;14;21
00005_00026.ppm;74;74;ger;2;R-2;14;21
00005_00027.ppm;78;77;ger;2;R-2;14;21
00005_00028.ppm;82;82;ger;2;R-2;14;21
00005_00029.ppm;85;86;ger;2;R-2;14;21
00006_00000.ppm;31;33;ger;2;R-2;14;21
00006_00001.ppm;31;33;ger;2;R-2;14;21
00006_00002.ppm;32;33;ger;2;R-2;14;21
00006_00003.ppm;33;33;ger;2;R-2;14;21
00006_00004.ppm;33;34;ger;2;R-2;14;21
00006_00005.ppm;34;35;ger;2;R-2;14;21
00006_00006.ppm;34;36;ger;2;R-2;14;21
00006_00007.ppm;35;36;ger;2;R-2;14;21
00006_00008.ppm;37;37;ger;2;R-2;14;21
00006_00009.ppm;38;38;ger;2;R-2;14;21
00006_00010.ppm;40;40;ger;2;R-2;14;21
00006_00011.ppm;39;40;ger;2;R-2;14;21
00006_00012.ppm;42;43;ger;2;R-2;14;21
00006_00013.ppm;41;43;ger;2;R-2;14;21
00006_00014.ppm;45;46;ger;2;R-2;14;21
00006_00015.ppm;46;46;ger;2;R-2;14;21
00006_00016.ppm;46;48;ger;2;R-2;14;21
00006_00017.ppm;49;52;ger;2;R-2;14;21
00006_00018.ppm;52;53;ger;2;R-2;14;21
00006_00019.ppm;54;57;ger;2;R-2;14;21
00006_00020.ppm;60;59;ger;2;R-2;14;21
00006_00021.ppm;61;62;ger;2;R-2;14;21
00006_00022.ppm;68;67;ger;2;R-2;14;21
00006_00023.ppm;72;73;ger;2;R-2;14;21
00006_00024.ppm;76;80;ger;2;R-2;14;21
00006_00025.ppm;85;87;ger;2;R-2;14;21
00006_00026.ppm;92;96;ger;2;R-2;14;21
00006_00027.ppm;97;101;ger;2;R-2;14;21
00006_00028.ppm;107;117;ger;2;R-2;14;21
00006_00029.ppm;119;134;ger;2;R-2;14;21
00007_00000.ppm;32;32;ger;2;R-2;14;21
00007_00001.ppm;34;33;ger;2;R-2;14;21
00007_00002.ppm;35;35;ger;2;R-2;14;21
00007_00003.ppm;36;35;ger;2;R-2;14;21
00007_00004.ppm;37;37;ger;2;R-2;14;21
00007_00005.ppm;37;38;ger;2;R-2;14;21
00007_00006.ppm;39;38;ger;2;R-2;14;21
00007_00007.ppm;38;40;ger;2;R-2;14;21
00007_00008.ppm;42;41;ger;2;R-2;14;21
00007_00009.ppm;44;42;ger;2;R-2;14;21
00007_00010.ppm;46;44;ger;2;R-2;14;21
00007_00011.ppm;47;45;ger;2;R-2;14;21
00007_00012.ppm;48;48;ger;2;R-2;14;21
00007_00013.ppm;51;50;ger;2;R-2;14;21
00007_00014.ppm;52;52;ger;2;R-2;14;21
00007_00015.ppm;56;55;ger;2;R-2;14;21
00007_00016.ppm;58;58;ger;2;R-2;14;21
00007_00017.ppm;64;62;ger;2;R-2;14;21
00007_00018.ppm;70;69;ger;2;R-2;14;21
00007_00019.ppm;74;72;ger;2;R-2;14;21
00007_00020.ppm;82;80;ger;2;R-2;14;21
00007_00021.ppm;88;85;ger;2;R-2;14;21
00007_00022.ppm;96;93;ger;2;R-2;14;21
00007_00023.ppm;105;100;ger;2;R-2;14;21
00007_00024.ppm;111;109;ger;2;R-2;14;21
00007_00025.ppm;121;118;ger;2;R-2;14;21
00007_00026.ppm;128;123;ger;2;R-2;14;21
00007_00027.ppm;134;130;ger;2;R-2;14;21
00007_00028.ppm;141;134;ger;2;R-2;14;21
00007_00029.ppm;144;141;ger;2;R-2;14;21
00008_00000.ppm;29;33;ger;2;R-2;14;21
00008_00001.ppm;30;35;ger;2;R-2;14;21
00008_00002.ppm;31;34;ger;2;R-2;14;21
00008_00003.ppm;33;36;ger;2;R-2;14;21
00008_00004.ppm;35;38;ger;2;R-2;14;21
00008_00005.ppm;35;38;ger;2;R-2;14;21
00008_00006.ppm;35;40;ger;2;R-2;14;21
00008_00007.ppm;36;41;ger;2;R-2;14;21
00008_00008.ppm;39;42;ger;2;R-2;14;21
00008_00009.ppm;39;43;ger;2;R-2;14;21
00008_00010.ppm;38;44;ger;2;R-2;14;21
00008_00011.ppm;39;46;ger;2;R-2;14;21
00008_00012.ppm;40;47;ger;2;R-2;14;21
00008_00013.ppm;43;50;ger;2;R-2;14;21
00008_00014.ppm;43;49;ger;2;R-2;14;21
00008_00015.ppm;47;55;ger;2;R-2;14;21
00008_00016.ppm;47;55;ger;2;R-2;14;21
00008_00017.ppm;47;55;ger;2;R-2;14;21
00008_00018.ppm;50;57;ger;2;R-2;14;21
00008_00019.ppm;50;60;ger;2;R-2;14;21
00008_00020.ppm;52;63;ger;2;R-2;14;21
00008_00021.ppm;55;64;ger;2;R-2;14;21
00008_00022.ppm;56;68;ger;2;R-2;14;21
00008_00023.ppm;60;73;ger;2;R-2;14;21
00008_00024.ppm;64;77;ger;2;R-2;14;21
00008_00025.ppm;69;83;ger;2;R-2;14;21
00008_00026.ppm;72;93;ger;2;R-2;14;21
00008_00027.ppm;80;104;ger;2;R-2;14;21
00008_00028.ppm;86;118;ger;2;R-2;14;21
00008_00029.ppm;95;131;ger;2;R-2;14;21
00009_00000.ppm;25;27;ger;2;R-2;14;21
00009_00001.ppm;28;30;ger;2;R-2;14;21
00009_00002.ppm;28;30;ger;2;R-2;14;21
00009_00003.ppm;28;31;ger;2;R-2;14;21
00009_00004.ppm;28;33;ger;2;R-2;14;21
00009_00005.ppm;31;32;ger;2;R-2;14;21
00009_00006.ppm;29;31;ger;2;R-2;14;21
00009_00007.ppm;33;34;ger;2;R-2;14;21
00009_00008.ppm;34;35;ger;2;R-2;14;21
00009_00009.ppm;35;37;ger;2;R-2;14;21
00009_00010.ppm;38;39;ger;2;R-2;14;21
00009_00011.ppm;39;40;ger;2;R-2;14;21
00009_00012.ppm;39;40;ger;2;R-2;14;21
00009_00013.ppm;38;40;ger;2;R-2;14;21
00009_00014.ppm;39;41;ger;2;R-2;14;21
00009_00015.ppm;43;46;ger;2;R-2;14;21
00009_00016.ppm;44;47;ger;2;R-2;14;21
00009_00017.ppm;46;48;ger;2;R-2;14;21
00009_00018.ppm;49;51;ger;2;R-2;14;21
00009_00019.ppm;53;56;ger;2;R-2;14;21
00009_00020.ppm;56;58;ger;2;R-2;14;21
00009_00021.ppm;60;62;ger;2;R-2;14;21
00009_00022.ppm;63;64;ger;2;R-2;14;21
00009_00023.ppm;69;71;ger;2;R-2;14;21
00009_00024.ppm;76;76;ger;2;R-2;14;21
00009_00025.ppm;84;83;ger;2;R-2;14;21
00009_00026.ppm;95;95;ger;2;R-2;14;21
00009_00027.ppm;104;105;ger;2;R-2;14;21
00009_00028.ppm;120;118;ger;2;R-2;14;21
00009_00029.ppm;140;134;ger;2;R-2;14;21
00010_00000.ppm;56;64;ger;2;R-2;14;21
00010_00001.ppm;57;65;ger;2;R-2;14;21
00010_00002.ppm;57;67;ger;2;R-2;14;21
00010_00003.ppm;60;69;ger;2;R-2;14;21
00010_00004.ppm;61;69;ger;2;R-2;14;21
00010_00005.ppm;62;72;ger;2;R-2;14;21
00010_00006.ppm;62;71;ger;2;R-2;14;21
00010_00007.ppm;63;74;ger;2;R-2;14;21
00010_00008.ppm;64;74;ger;2;R-2;14;21
00010_00009.ppm;64;76;ger;2;R-2;14;21
00010_00010.ppm;68;79;ger;2;R-2;14;21
00010_00011.ppm;71;81;ger;2;R-2;14;21
00010_00012.ppm;71;80;ger;2;R-2;14;21
00010_00013.ppm;72;83;ger;2;R-2;14;21
00010_00014.ppm;73;84;ger;2;R-2;14;21
00010_00015.ppm;76;85;ger;2;R-2;14;21
00010_00016.ppm;79;88;ger;2;R-2;14;21
00010_00017.ppm;82;92;ger;2;R-2;14;21
00010_00018.ppm;84;93;ger;2;R-2;14;21
00010_00019.ppm;87;96;ger;2;R-2;14;21
00010_00020.ppm;92;101;ger;2;R-2;14;21
00010_00021.ppm;95;107;ger;2;R-2;14;21
00010_00022.ppm;100;111;ger;2;R-2;14;21
00010_00023.ppm;106;118;ger;2;R-2;14;21
00010_00024.ppm;112;125;ger;2;R-2;14;21
00010_00025.ppm;122;133;ger;2;R-2;14;21
00010_00026.ppm;131;142;ger;2;R-2;14;21
00010_00027.ppm;144;156;ger;2;R-2;14;21
00010_00028.ppm;160;171;ger;2;R-2;14;21
00010_00029.ppm;178;184;ger;2;R-2;14;21
00011_00000.ppm;43;43;ger;2;R-2;14;21
00011_00001.ppm;43;42;ger;2;R-2;14;21
00011_00002.ppm;43;42;ger;2;R-2;14;21
00011_00003.ppm;42;42;ger;2;R-2;14;21
00011_00004.ppm;43;42;ger;2;R-2;14;21
00011_00005.ppm;42;44;ger;2;R-2;14;21
00011_00006.ppm;44;44;ger;2;R-2;14;21
00011_00007.ppm;44;46;ger;2;R-2;14;21
00011_00008.ppm;44;44;ger;2;R-2;14;21
00011_00009.ppm;46;46;ger;2;R-2;14;21
00011_00010.ppm;47;46;ger;2;R-2;14;21
00011_00011.ppm;46;46;ger;2;R-2;14;21
00011_00012.ppm;49;47;ger;2;R-2;14;21
00011_00013.ppm;49;49;ger;2;R-2;14;21
00011_00014.ppm;49;50;ger;2;R-2;14;21
00011_00015.ppm;51;51;ger;2;R-2;14;21
00011_00016.ppm;52;52;ger;2;R-2;14;21
00011_00017.ppm;54;55;ger;2;R-2;14;21
00011_00018.ppm;58;56;ger;2;R-2;14;21
00011_00019.ppm;58;58;ger;2;R-2;14;21
00011_00020.ppm;62;62;ger;2;R-2;14;21
00011_00021.ppm;65;66;ger;2;R-2;14;21
00011_00022.ppm;70;70;ger;2;R-2;14;21
00011_00023.ppm;75;75;ger;2;R-2;14;21
00011_00024.ppm;81;82;ger;2;R-2;14;21
00011_00025.ppm;87;86;ger;2;R-2;14;21
00011_00026.ppm;98;97;ger;2;R-2;14;21
00011_00027.ppm;108;103;ger;2;R-2;14;21
00011_00028.ppm;120;116;ger;2;R-2;14;21
00011_00029.ppm;141;134;ger;2;R-2;14;21
00012_00000.ppm;43;43;ger;2;R-2;14;21
00012_00001.ppm;43;44;ger;2;R-2;14;21
00012_00002.ppm;43;44;ger;2;R-2;14;21
00012_00003.ppm;43;43;ger;2;R-2;14;21
00012_00004.ppm;44;44;ger;2;R-2;14;21
00012_00005.ppm;44;43;ger;2;R-2;14;21
00012_00006.ppm;45;44;ger;2;R-2;14;21
00012_00007.ppm;44;45;ger;2;R-2;14;21
00012_00008.ppm;44;45;ger;2;R-2;14;21
00012_00009.ppm;45;45;ger;2;R-2;14;21
00012_00010.ppm;45;45;ger;2;R-2;14;21
00012_00011.ppm;45;45;ger;2;R-2;14;21
00012_00012.ppm;47;46;ger;2;R-2;14;21
00012_00013.ppm;46;46;ger;2;R-2;14;21
00012_00014.ppm;47;47;ger;2;R-2;14;21
00012_00015.ppm;47;48;ger;2;R-2;14;21
00012_00016.ppm;49;49;ger;2;R-2;14;21
00012_00017.ppm;49;49;ger;2;R-2;14;21
00012_00018.ppm;50;49;ger;2;R-2;14;21
00012_00019.ppm;52;52;ger;2;R-2;14;21
00012_00020.ppm;51;52;ger;2;R-2;14;21
00012_00021.ppm;54;54;ger;2;R-2;14;21
00012_00022.ppm;55;54;ger;2;R-2;14;21
00012_00023.ppm;54;55;ger;2;R-2;14;21
00012_00024.ppm;56;55;ger;2;R-2;14;21
00012_00025.ppm;56;57;ger;2;R-2;14;21
00012_00026.ppm;58;57;ger;2;R-2;14;21
00012_00027.ppm;59;60;ger;2;R-2;14;21
00012_00028.ppm;63;62;ger;2;R-2;14;21
00012_00029.ppm;65;63;ger;2;R-2;14;21
00013_00000.ppm;39;40;ger;2;R-2;14;21
00013_00001.ppm;38;38;ger;2;R-2;14;21
00013_00002.ppm;36;39;ger;2;R-2;14;21
00013_00003.ppm;39;39;ger;2;R-2;14;21
00013_00004.ppm;41;41;ger;2;R-2;14;21
00013_00005.ppm;43;43;ger;2;R-2;14;21
00013_00006.ppm;45;46;ger;2;R-2;14;21
00013_00007.ppm;48;50;ger;2;R-2;14;21
00013_00008.ppm;51;52;ger;2;R-2;14;21
00013_00009.ppm;53;53;ger;2;R-2;14;21
00013_00010.ppm;57;57;ger;2;R-2;14;21
00013_00011.ppm;63;63;ger;2;R-2;14;21
00013_00012.ppm;68;68;ger;2;R-2;14;21
00013_00013.ppm;70;72;ger;2;R-2;14;21
00013_00014.ppm;74;75;ger;2;R-2;14;21
00013_00015.ppm;80;80;ger;2;R-2;14;21
00013_00016.ppm;86;87;ger;2;R-2;14;21
00013_00017.ppm;88;87;ger;2;R-2;14;21
00013_00018.ppm;93;91;ger;2;R-2;14;21
00013_00019.ppm;94;95;ger;2;R-2;14;21
00013_00020.ppm;94;94;ger;2;R-2;14;21
00013_00021.ppm;97;96;ger;2;R-2;14;21
00013_00022.ppm;99;99;ger;2;R-2;14;21
00013_00023.ppm;107;104;ger;2;R-2;14;21
00013_00024.ppm;112;111;ger;2;R-2;14;21
00013_00025.ppm;121;122;ger;2;R-2;14;21
00013_00026.ppm;136;140;ger;2;R-2;14;21
00013_00027.ppm;157;157;ger;2;R-2;14;21
00013_00028.ppm;177;177;ger;2;R-2;14;21
00013_00029.ppm;216;211;ger;2;R-2;14;21
00014_00000.ppm;38;46;ger;2;R-2;14;21
00014_00001.ppm;39;47;ger;2;R-2;14;21
00014_00002.ppm;39;49;ger;2;R-2;14;21
00014_00003.ppm;41;52;ger;2;R-2;14;21
00014_00004.ppm;41;52;ger;2;R-2;14;21
00014_00005.ppm;42;54;ger;2;R-2;14;21
00014_00006.ppm;44;56;ger;2;R-2;14;21
00014_00007.ppm;47;57;ger;2;R-2;14;21
00014_00008.ppm;50;59;ger;2;R-2;14;21
00014_00009.ppm;52;60;ger;2;R-2;14;21
00014_00010.ppm;55;62;ger;2;R-2;14;21
00014_00011.ppm;56;66;ger;2;R-2;14;21
00014_00012.ppm;59;70;ger;2;R-2;14;21
00014_00013.ppm;63;72;ger;2;R-2;14;21
00014_00014.ppm;65;75;ger;2;R-2;14;21
00014_00015.ppm;69;81;ger;2;R-2;14;21
00014_00016.ppm;70;84;ger;2;R-2;14;21
00014_00017.ppm;73;86;ger;2;R-2;14;21
00014_00018.ppm;81;91;ger;2;R-2;14;21
00014_00019.ppm;84;95;ger;2;R-2;14;21
00014_00020.ppm;92;99;ger;2;R-2;14;21
00014_00021.ppm;97;107;ger;2;R-2;14;21
00014_00022.ppm;101;109;ger;2;R-2;14;21
00014_00023.ppm;109;119;ger;2;R-2;14;21
00014_00024.ppm;117;127;ger;2;R-2;14;21
00014_00025.ppm;122;133;ger;2;R-2;14;21
00014_00026.ppm;130;142;ger;2;R-2;14;21
00014_00027.ppm;137;149;ger;2;R-2;14;21
00014_00028.ppm;147;160;ger;2;R-2;14;21
00014_00029.ppm;166;180;ger;2;R-2;14;21
00015_00000.ppm;31;31;ger;2;R-2;14;21
00015_00001.ppm;33;32;ger;2;R-2;14;21
00015_00002.ppm;34;33;ger;2;R-2;14;21
00015_00003.ppm;35;34;ger;2;R-2;14;21
00015_00004.ppm;35;35;ger;2;R-2;14;21
00015_00005.ppm;37;37;ger;2;R-2;14;21
00015_00006.ppm;37;36;ger;2;R-2;14;21
00015_00007.ppm;38;38;ger;2;R-2;14;21
00015_00008.ppm;40;40;ger;2;R-2;14;21
00015_00009.ppm;40;40;ger;2;R-2;14;21
00015_00010.ppm;42;41;ger;2;R-2;14;21
00015_00011.ppm;43;44;ger;2;R-2;14;21
00015_00012.ppm;46;46;ger;2;R-2;14;21
00015_00013.ppm;46;45;ger;2;R-2;14;21
00015_00014.ppm;48;47;ger;2;R-2;14;21
00015_00015.ppm;51;51;ger;2;R-2;14;21
00015_00016.ppm;53;53;ger;2;R-2;14;21
00015_00017.ppm;56;55;ger;2;R-2;14;21
00015_00018.ppm;58;58;ger;2;R-2;14;21
00015_00019.ppm;61;61;ger;2;R-2;14;21
00015_00020.ppm;67;67;ger;2;R-2;14;21
00015_00021.ppm;72;72;ger;2;R-2;14;21
00015_00022.ppm;80;80;ger;2;R-2;14;21
00015_00023.ppm;84;84;ger;2;R-2;14;21
00015_00024.ppm;93;92;ger;2;R-2;14;21
00015_00025.ppm;100;101;ger;2;R-2;14;21
00015_00026.ppm;111;110;ger;2;R-2;14;21
00015_00027.ppm;125;122;ger;2;R-2;14;21
00015_00028.ppm;140;140;ger;2;R-2;14;21
00015_00029.ppm;161;159;ger;2;R-2;14;21
00016_00000.ppm;58;58;ger;2;R-2;14;21
00016_00001.ppm;58;58;ger;2;R-2;14;21
00016_00002.ppm;58;58;ger;2;R-2;14;21
00016_00003.ppm;57;57;ger;2;R-2;14;21
00016_00004.ppm;58;57;ger;2;R-2;14;21
00016_00005.ppm;58;57;ger;2;R-2;14;21
00016_00006.ppm;57;57;ger;2;R-2;14;21
00016_00007.ppm;57;57;ger;2;R-2;14;21
00016_00008.ppm;57;58;ger;2;R-2;14;21
00016_00009.ppm;59;59;ger;2;R-2;14;21
00016_00010.ppm;60;59;ger;2;R-2;14;21
00016_00011.ppm;60;61;ger;2;R-2;14;21
00016_00012.ppm;60;60;ger;2;R-2;14;21
00016_00013.ppm;60;61;ger;2;R-2;14;21
00016_00014.ppm;62;61;ger;2;R-2;14;21
00016_00015.ppm;63;64;ger;2;R-2;14;21
00016_00016.ppm;64;63;ger;2;R-2;14;21
00016_00017.ppm;67;64;ger;2;R-2;14;21
00016_00018.ppm;68;68;ger;2;R-2;14;21
00016_00019.ppm;70;71;ger;2;R-2;14;21
00016_00020.ppm;73;73;ger;2;R-2;14;21
00016_00021.ppm;75;75;ger;2;R-2;14;21
00016_00022.ppm;79;76;ger;2;R-2;14;21
00016_00023.ppm;81;81;ger;2;R-2;14;21
00016_00024.ppm;84;84;ger;2;R-2;14;21
00016_00025.ppm;88;88;ger;2;R-2;14;21
00016_00026.ppm;93;93;ger;2;R-2;14;21
00016_00027.ppm;97;96;ger;2;R-2;14;21
00016_00028.ppm;108;106;ger;2;R-2;14;21
00016_00029.ppm;115;112;ger;2;R-2;14;21
00017_00000.ppm;25;26;ger;2;R-2;14;21
00017_00001.ppm;27;28;ger;2;R-2;14;21
00017_00002.ppm;28;28;ger;2;R-2;14;21
00017_00003.ppm;28;28;ger;2;R-2;14;21
00017_00004.ppm;29;30;ger;2;R-2;14;21
00017_00005.ppm;29;30;ger;2;R-2;14;21
00017_00006.ppm;31;32;ger;2;R-2;14;21
00017_00007.ppm;31;32;ger;2;R-2;14;21
00017_00008.ppm;32;33;ger;2;R-2;14;21
00017_00009.ppm;33;34;ger;2;R-2;14;21
00017_00010.ppm;33;33;ger;2;R-2;14;21
00017_00011.ppm;35;36;ger;2;R-2;14;21
00017_00012.ppm;38;37;ger;2;R-2;14;21
00017_00013.ppm;38;40;ger;2;R-2;14;21
00017_00014.ppm;40;40;ger;2;R-2;14;21
00017_00015.ppm;40;41;ger;2;R-2;14;21
00017_00016.ppm;42;41;ger;2;R-2;14;21
00017_00017.ppm;43;44;ger;2;R-2;14;21
00017_00018.ppm;48;47;ger;2;R-2;14;21
00017_00019.ppm;49;50;ger;2;R-2;14;21
00017_00020.ppm;52;53;ger;2;R-2;14;21
00017_00021.ppm;58;58;ger;2;R-2;14;21
00017_00022.ppm;61;63;ger;2;R-2;14;21
00017_00023.ppm;68;69;ger;2;R-2;14;21
00017_00024.ppm;75;76;ger;2;R-2;14;21
00017_00025.ppm;83;86;ger;2;R-2;14;21
00017_00026.ppm;93;94;ger;2;R-2;14;21
00017_00027.ppm;104;106;ger;2;R-2;14;21
00017_00028.ppm;120;124;ger;2;R-2;14;21
00017_00029.ppm;138;142;ger;2;R-2;14;21
00018_00000.ppm;42;42;ger;2;R-2;14;21
00018_00001.ppm;44;44;ger;2;R-2;14;21
00018_00002.ppm;43;44;ger;2;R-2;14;21
00018_00003.ppm;41;42;ger;2;R-2;14;21
00018_00004.ppm;44;44;ger;2;R-2;14;21
00018_00005.ppm;46;46;ger;2;R-2;14;21
00018_00006.ppm;47;47;ger;2;R-2;14;21
00018_00007.ppm;50;50;ger;2;R-2;14;21
00018_00008.ppm;51;52;ger;2;R-2;14;21
00018_00009.ppm;54;58;ger;2;R-2;14;21
00018_00010.ppm;56;56;ger;2;R-2;14;21
00018_00011.ppm;56;57;ger;2;R-2;14;21
00018_00012.ppm;59;60;ger;2;R-2;14;21
00018_00013.ppm;60;60;ger;2;R-2;14;21
00018_00014.ppm;62;63;ger;2;R-2;14;21
00018_00015.ppm;68;68;ger;2;R-2;14;21
00018_00016.ppm;71;71;ger;2;R-2;14;21
00018_00017.ppm;73;75;ger;2;R-2;14;21
00018_00018.ppm;76;78;ger;2;R-2;14;21
00018_00019.ppm;80;81;ger;2;R-2;14;21
00018_00020.ppm;84;84;ger;2;R-2;14;21
00018_00021.ppm;89;90;ger;2;R-2;14;21
00018_00022.ppm;96;96;ger;2;R-2;14;21
00018_00023.ppm;99;104;ger;2;R-2;14;21
